eps,min_samples,n_clusters,n_noise,silhouette,calinski,davies,noise_ratio
4.5,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.7,3,10,4963,0.19106636934094293,4.231487872233554,1.3597795019490655,0.9926
4.9,3,21,4905,0.11746458648937905,4.035195403099405,1.6463460884852652,0.981
4.9,5,6,4969,0.15737421966202753,4.164075591255177,1.530858067162294,0.9938
4.2,2,5,4990,0.37924938152194965,5.6193227314690954,0.6885249710611746,0.998
4.25,2,6,4987,0.3705098286792102,5.646899338412765,0.7458198910399201,0.9974
4.3,2,6,4987,0.3705098286792102,5.646899338412765,0.7458198910399201,0.9974
4.35,2,9,4980,0.325512795371946,5.306188615407173,0.808705075730568,0.996
4.35,3,2,4994,0.36194052298183466,5.366530915119331,0.858386105545075,0.9988
4.3999999999999995,2,10,4976,0.29120276833032605,4.9355010825741035,0.9312060112194397,0.9952
4.3999999999999995,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.449999999999999,2,12,4972,0.2964139175842269,4.982695211205263,0.9142064746086787,0.9944
4.449999999999999,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.499999999999999,2,18,4960,0.26853195182255013,4.656652379972178,0.9360322270685422,0.992
4.499999999999999,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.549999999999999,2,23,4949,0.2619377249629557,4.542507293126466,0.9548042856115565,0.9898
4.549999999999999,3,4,4987,0.2776820462452022,4.3400890945881265,1.04944739096158,0.9974
4.599999999999999,2,30,4931,0.22642458517642647,4.228327413939812,1.0290553277649461,0.9862
4.599999999999999,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.649999999999999,2,34,4923,0.22532102526184244,4.241839199305356,1.0175198061781139,0.9846
4.649999999999999,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.699999999999998,2,38,4907,0.20354561059306545,4.113482641952063,1.1425740924715666,0.9814
4.699999999999998,3,10,4963,0.19106636934094293,4.231487872233554,1.3597795019490655,0.9926
4.699999999999998,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.749999999999998,2,46,4888,0.19659262242059514,4.087169197739708,1.1523984548174553,0.9776
4.749999999999998,3,13,4954,0.18206336376926927,4.062199420764115,1.351693627986131,0.9908
4.749999999999998,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.4,2,10,4976,0.29120276833032605,4.9355010825741035,0.9312060112194397,0.9952
4.4,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.45,2,12,4972,0.2964139175842269,4.982695211205263,0.9142064746086787,0.9944
4.45,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.5,2,18,4960,0.26853195182255013,4.656652379972178,0.9360322270685422,0.992
4.5,3,3,4990,0.3016170925649936,4.772223079470169,1.0194655259744674,0.998
4.55,2,23,4949,0.2619377249629557,4.542507293126466,0.9548042856115565,0.9898
4.55,3,4,4987,0.2776820462452022,4.3400890945881265,1.04944739096158,0.9974
4.6,2,30,4931,0.22642458517642647,4.228327413939812,1.0290553277649461,0.9862
4.6,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.6499999999999995,2,34,4923,0.22532102526184244,4.241839199305356,1.0175198061781139,0.9846
4.6499999999999995,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.699999999999999,2,38,4907,0.20354561059306545,4.113482641952063,1.1425740924715666,0.9814
4.699999999999999,3,10,4963,0.19106636934094293,4.231487872233554,1.3597795019490655,0.9926
4.699999999999999,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.749999999999999,2,46,4888,0.19659262242059514,4.087169197739708,1.1523984548174553,0.9776
4.749999999999999,3,13,4954,0.18206336376926927,4.062199420764115,1.351693627986131,0.9908
4.749999999999999,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.799999999999999,2,53,4870,0.19322445575131772,4.154366240382272,1.160863995266338,0.974
4.799999999999999,3,14,4948,0.18085870696787026,4.2196500565293045,1.3831290856839404,0.9896
4.799999999999999,4,7,4972,0.1778695645750982,4.067576265710585,1.3797653680870194,0.9944
4.849999999999999,2,57,4849,0.17916386342311874,4.097464304346552,1.2474514842799105,0.9698
4.849999999999999,3,19,4925,0.15336485810114536,4.13138695816645,1.5113302700228384,0.985
4.849999999999999,4,8,4965,0.17710540923166554,4.279098990218564,1.3991406136271785,0.993
4.849999999999999,5,2,4989,0.24023967391865958,4.816584861920112,1.335184230413626,0.9978
4.899999999999999,2,71,4805,0.15971505399534222,3.9427170245711407,1.3082648532066707,0.961
4.899999999999999,3,21,4905,0.11746458648937905,4.035195403099405,1.6463460884852652,0.981
4.899999999999999,4,11,4950,0.12999589158043098,4.028492960266441,1.6069572359289133,0.99
4.899999999999999,5,6,4969,0.15737421966202753,4.164075591255177,1.530858067162294,0.9938
4.949999999999998,2,76,4781,0.14024788649346462,3.8034651098632573,1.4143504546280368,0.9562
4.949999999999998,3,24,4885,0.0932761275412027,3.8178418225507937,1.748393264651499,0.977
4.949999999999998,4,11,4945,0.11325800487523292,3.9130132443764163,1.7623236808623104,0.989
4.949999999999998,5,6,4968,0.15314063629231944,4.145264511050251,1.5646932885339595,0.9936
4.949999999999998,6,2,4988,0.2160978096202705,4.666700601244094,1.438637181978257,0.9976
4.6000000000000005,2,30,4931,0.22642458517642647,4.228327413939812,1.0290553277649461,0.9862
4.6000000000000005,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.65,2,34,4923,0.22532102526184244,4.241839199305356,1.0175198061781139,0.9846
4.65,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.7,2,38,4907,0.20354561059306545,4.113482641952063,1.1425740924715666,0.9814
4.7,3,10,4963,0.19106636934094293,4.231487872233554,1.3597795019490655,0.9926
4.7,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.75,2,46,4888,0.19659262242059514,4.087169197739708,1.1523984548174553,0.9776
4.75,3,13,4954,0.18206336376926927,4.062199420764115,1.351693627986131,0.9908
4.75,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.8,2,53,4870,0.19322445575131772,4.154366240382272,1.160863995266338,0.974
4.8,3,14,4948,0.18085870696787026,4.2196500565293045,1.3831290856839404,0.9896
4.8,4,7,4972,0.1778695645750982,4.067576265710585,1.3797653680870194,0.9944
4.85,2,57,4849,0.17916386342311874,4.097464304346552,1.2474514842799105,0.9698
4.85,3,19,4925,0.15336485810114536,4.13138695816645,1.5113302700228384,0.985
4.85,4,8,4965,0.17710540923166554,4.279098990218564,1.3991406136271785,0.993
4.85,5,2,4989,0.24023967391865958,4.816584861920112,1.335184230413626,0.9978
4.8999999999999995,2,71,4805,0.15971505399534222,3.9427170245711407,1.3082648532066707,0.961
4.8999999999999995,3,21,4905,0.11746458648937905,4.035195403099405,1.6463460884852652,0.981
4.8999999999999995,4,11,4950,0.12999589158043098,4.028492960266441,1.6069572359289133,0.99
4.8999999999999995,5,6,4969,0.15737421966202753,4.164075591255177,1.530858067162294,0.9938
4.949999999999999,2,76,4781,0.14024788649346462,3.8034651098632573,1.4143504546280368,0.9562
4.949999999999999,3,24,4885,0.0932761275412027,3.8178418225507937,1.748393264651499,0.977
4.949999999999999,4,11,4945,0.11325800487523292,3.9130132443764163,1.7623236808623104,0.989
4.949999999999999,5,6,4968,0.15314063629231944,4.145264511050251,1.5646932885339595,0.9936
4.949999999999999,6,2,4988,0.2160978096202705,4.666700601244094,1.438637181978257,0.9976
4.999999999999999,2,83,4748,0.12414047468534756,3.641027451544685,1.4682187378209053,0.9496
4.999999999999999,3,24,4866,0.07295182765922026,3.7979729813117675,1.8847457253548079,0.9732
4.999999999999999,4,14,4929,0.10702237393743862,3.887861478350758,1.7665649093805917,0.9858
4.999999999999999,5,8,4955,0.13064978568853836,3.9920891760369774,1.6789678316990455,0.991
4.999999999999999,6,3,4981,0.14716582444158705,4.0220065481574885,1.678959021235092,0.9962
5.049999999999999,2,92,4698,0.10251057744681319,3.4289375769833486,1.5326579545745964,0.9396
5.049999999999999,3,28,4826,0.05291521378884561,3.6614970088747474,1.9718490807207953,0.9652
5.049999999999999,4,17,4906,0.09236453205771954,3.8944700418531477,1.818173742156449,0.9812
5.049999999999999,5,10,4940,0.10960432932718497,3.9712021268427815,1.7673422425497791,0.988
5.049999999999999,6,5,4968,0.13513233059012314,4.111410789957816,1.6748777644014485,0.9936
5.049999999999999,7,2,4986,0.17824605597455187,4.222474161099277,1.6489852162323921,0.9972
5.099999999999999,2,99,4646,0.07985261277839859,3.146871088751207,1.6227366755417698,0.9292
5.099999999999999,3,26,4792,0.019714082115635752,3.3596606533119764,2.221191206113104,0.9584
5.099999999999999,4,16,4880,0.07821700801578123,4.175676264268669,1.985352432770096,0.976
5.099999999999999,5,12,4917,0.09721755126439532,4.2247877747572256,1.8984515301391405,0.9834
5.099999999999999,6,8,4942,0.09960715466500088,4.072092301702654,1.8803994290688293,0.9884
5.099999999999999,7,3,4977,0.15513819971384243,4.472234669789886,1.7490351219303388,0.9954
5.099999999999999,8,2,4984,0.16371581793707907,4.390056770507607,1.7543247737804162,0.9968
5.149999999999999,2,98,4579,0.031569508093261416,2.751278083822918,1.582056895738907,0.9158
5.149999999999999,3,25,4725,-0.021665084449538415,2.8003029508487427,1.9848206783301359,0.945
5.149999999999999,4,15,4824,0.030697715083862022,3.9569259627125617,2.657143957256386,0.9648
5.149999999999999,5,14,4875,0.05670523240372404,3.9933876960730075,2.3930857203688567,0.975
5.149999999999999,6,11,4910,0.0714487950725707,3.9582824366078815,2.198182574356491,0.982
5.149999999999999,7,5,4955,0.09278200508055671,4.121817152770263,2.1020838207139456,0.991
5.149999999999999,8,4,4966,0.11101849532554904,4.2206373974200755,1.9948196144986472,0.9932
4.6000000000000005,2,30,4931,0.22642458517642647,4.228327413939812,1.0290553277649461,0.9862
4.6000000000000005,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.65,2,34,4923,0.22532102526184244,4.241839199305356,1.0175198061781139,0.9846
4.65,3,6,4979,0.2246666006803753,4.2187947616348715,1.2044367906054023,0.9958
4.7,2,38,4907,0.20354561059306545,4.113482641952063,1.1425740924715666,0.9814
4.7,3,10,4963,0.19106636934094293,4.231487872233554,1.3597795019490655,0.9926
4.7,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.75,2,46,4888,0.19659262242059514,4.087169197739708,1.1523984548174553,0.9776
4.75,3,13,4954,0.18206336376926927,4.062199420764115,1.351693627986131,0.9908
4.75,4,3,4988,0.18591603549815072,3.3234249834734335,1.4082338601192603,0.9976
4.8,2,53,4870,0.19322445575131772,4.154366240382272,1.160863995266338,0.974
4.8,3,14,4948,0.18085870696787026,4.2196500565293045,1.3831290856839404,0.9896
4.8,4,7,4972,0.1778695645750982,4.067576265710585,1.3797653680870194,0.9944
4.85,2,57,4849,0.17916386342311874,4.097464304346552,1.2474514842799105,0.9698
4.85,3,19,4925,0.15336485810114536,4.13138695816645,1.5113302700228384,0.985
4.85,4,8,4965,0.17710540923166554,4.279098990218564,1.3991406136271785,0.993
4.85,5,2,4989,0.24023967391865958,4.816584861920112,1.335184230413626,0.9978
4.8999999999999995,2,71,4805,0.15971505399534222,3.9427170245711407,1.3082648532066707,0.961
4.8999999999999995,3,21,4905,0.11746458648937905,4.035195403099405,1.6463460884852652,0.981
4.8999999999999995,4,11,4950,0.12999589158043098,4.028492960266441,1.6069572359289133,0.99
4.8999999999999995,5,6,4969,0.15737421966202753,4.164075591255177,1.530858067162294,0.9938
4.949999999999999,2,76,4781,0.14024788649346462,3.8034651098632573,1.4143504546280368,0.9562
4.949999999999999,3,24,4885,0.0932761275412027,3.8178418225507937,1.748393264651499,0.977
4.949999999999999,4,11,4945,0.11325800487523292,3.9130132443764163,1.7623236808623104,0.989
4.949999999999999,5,6,4968,0.15314063629231944,4.145264511050251,1.5646932885339595,0.9936
4.949999999999999,6,2,4988,0.2160978096202705,4.666700601244094,1.438637181978257,0.9976
4.999999999999999,2,83,4748,0.12414047468534756,3.641027451544685,1.4682187378209053,0.9496
4.999999999999999,3,24,4866,0.07295182765922026,3.7979729813117675,1.8847457253548079,0.9732
4.999999999999999,4,14,4929,0.10702237393743862,3.887861478350758,1.7665649093805917,0.9858
4.999999999999999,5,8,4955,0.13064978568853836,3.9920891760369774,1.6789678316990455,0.991
4.999999999999999,6,3,4981,0.14716582444158705,4.0220065481574885,1.678959021235092,0.9962
5.049999999999999,2,92,4698,0.10251057744681319,3.4289375769833486,1.5326579545745964,0.9396
5.049999999999999,3,28,4826,0.05291521378884561,3.6614970088747474,1.9718490807207953,0.9652
5.049999999999999,4,17,4906,0.09236453205771954,3.8944700418531477,1.818173742156449,0.9812
5.049999999999999,5,10,4940,0.10960432932718497,3.9712021268427815,1.7673422425497791,0.988
5.049999999999999,6,5,4968,0.13513233059012314,4.111410789957816,1.6748777644014485,0.9936
5.099999999999999,2,99,4646,0.07985261277839859,3.146871088751207,1.6227366755417698,0.9292
5.099999999999999,3,26,4792,0.019714082115635752,3.3596606533119764,2.221191206113104,0.9584
5.099999999999999,4,16,4880,0.07821700801578123,4.175676264268669,1.985352432770096,0.976
5.099999999999999,5,12,4917,0.09721755126439532,4.2247877747572256,1.8984515301391405,0.9834
5.099999999999999,6,8,4942,0.09960715466500088,4.072092301702654,1.8803994290688293,0.9884
5.149999999999999,2,98,4579,0.031569508093261416,2.751278083822918,1.582056895738907,0.9158
5.149999999999999,3,25,4725,-0.021665084449538415,2.8003029508487427,1.9848206783301359,0.945
5.149999999999999,4,15,4824,0.030697715083862022,3.9569259627125617,2.657143957256386,0.9648
5.149999999999999,5,14,4875,0.05670523240372404,3.9933876960730075,2.3930857203688567,0.975
5.149999999999999,6,11,4910,0.0714487950725707,3.9582824366078815,2.198182574356491,0.982
